009,129.212,205.304,69.453,174.942,130.055,124.219,140.055,175.424,148.007,154.460
010,135.549,192.056,76.167,169.833,131.228,114.278,147.278,162.056,156.414,141.191
011,124.513,202.051,67.766,170.002,125.718,118.798,145.959,168.677,150.296,145.545
016,141.722,199.463,85.796,176.130,135.796,113.907,158.019,163.660,158.512,138.105
017,138.512,212.426,67.895,181.562,128.759,119.216,144.315,175.019,153.204,155.636
021,116.290,220.080,64.068,179.833,125.920,130.204,130.981,179.957,140.981,161.809
022,141.969,197.364,77.401,177.488,132.957,122.179,149.747,167.241,154.932,147.735
026,148.636,212.302,80.488,174.895,135.056,125.019,154.315,175.389,156.414,152.302
030,125.718,217.352,70.055,178.798,124.393,125.063,142.827,180.846,144.393,156.267
033,139.500,213.537,67.154,182.426,128.389,132.056,138.759,179.957,150.364,166.870
038,118.389,205.883,64.068,176.994,124.809,129.093,133.574,176.994,145.179,158.722
039,140.055,198.436,77.043,180.123,132.224,124.460,147.284,170.243,150.417,151.087
044,124.438,199.093,68.636,168.846,126.043,120.080,140.364,171.932,145.179,150.327
047,128.142,206.130,62.340,176.006,119.377,121.932,141.352,174.772,143.821,152.179
062,130.981,205.019,73.698,176.377,131.722,121.438,149.747,172.549,152.833,151.315
066,130.858,197.117,72.586,173.290,131.475,112.179,144.562,161.315,149.253,140.698
068,151.475,216.623,82.586,185.142,134.562,123.537,160.611,175.142,168.142,152.179
073,132.833,203.784,71.352,180.698,127.648,125.142,145.302,174.278,146.414,155.389
079,146.660,218.105,76.537,193.784,132.093,127.241,149.130,183.414,152.340,160.327
081,126.414,212.426,75.426,177.117,129.994,123.043,144.315,176.130,152.340,154.525
084,118.759,203.043,58.883,169.463,128.636,119.093,138.636,174.401,147.278,149.586
086,148.610,204.942,79.092,178.436,134.995,114.701,154.272,167.231,159.333,143.496
087,132.093,210.574,68.019,179.093,131.228,122.673,144.809,177.858,154.068,154.895
089,147.772,204.895,78.883,188.105,125.796,122.302,141.722,171.191,148.389,150.574
092,140.981,202.426,75.673,173.537,127.401,103.043,151.722,158.228,151.475,134.895
094,142.827,204.822,65.959,178.557,126.080,112.412,142.104,166.990,148.248,148.075
097,143.327,206.623,74.068,189.340,132.463,120.327,159.747,172.056,164.068,148.846
099,138.883,193.784,79.253,163.907,123.698,114.154,138.636,161.562,145.179,139.340
102,130.296,209.761,67.284,187.713,129.212,124.701,151.140,177.472,156.080,156.147
104,138.142,210.698,75.426,179.093,134.068,121.562,154.562,173.043,159.377,150.944
106,149.130,209.833,78.883,181.685,140.488,115.019,150.241,168.722,162.093,150.821
112,137.648,203.414,78.019,166.623,133.821,119.216,153.327,168.599,154.068,145.265
115,135.549,205.636,70.735,177.858,128.142,123.043,143.944,172.796,149.500,151.191
130,149.747,206.130,81.969,177.611,131.228,116.623,149.623,168.105,155.920,148.599
