009,128.527,205.855,71.027,175.400,128.755,129.718,139.436,176.309,148.073,153.809
010,134.664,192.900,78.073,167.900,131.482,117.445,146.936,161.991,155.573,140.400
011,123.527,202.218,70.118,165.400,126.936,119.718,145.345,169.264,148.527,146.082
016,141.255,199.264,84.664,174.264,132.391,115.855,157.391,163.582,158.300,137.673
017,137.164,213.127,67.845,177.445,126.027,122.673,143.982,175.855,152.618,154.036
021,114.436,220.400,64.436,178.127,125.345,131.082,130.573,180.400,144.209,161.309
022,141.709,196.764,79.664,176.991,130.800,122.445,149.664,167.445,154.209,146.082
026,148.073,212.673,81.255,174.945,134.664,127.900,153.755,175.855,156.482,154.491
030,123.527,218.355,71.709,180.627,122.618,127.218,142.618,181.082,144.664,155.400
033,137.845,214.718,68.755,182.900,128.073,133.127,138.527,181.991,148.073,165.173
038,118.073,205.855,65.345,173.127,125.573,129.718,132.845,177.673,144.209,159.036
039,138.527,199.945,76.936,179.264,132.391,125.173,147.164,171.082,151.255,150.855
044,123.527,198.582,68.073,167.673,126.482,121.309,140.345,171.309,145.800,147.673
047,127.618,206.536,62.845,175.855,120.573,128.355,140.573,174.491,146.255,151.309
062,129.664,205.400,74.664,171.764,131.936,121.764,148.755,172.218,153.073,152.673
066,130.345,196.536,73.527,172.445,130.800,115.627,143.982,161.991,148.982,140.173
068,150.800,215.855,84.436,184.036,130.800,130.400,159.891,175.627,164.209,151.536
073,131.709,204.491,72.164,180.400,125.118,131.082,144.891,174.036,148.073,155.627
079,146.027,219.718,75.573,193.127,130.118,134.945,148.300,184.945,153.982,162.673
081,125.118,212.900,74.664,175.400,128.755,124.036,143.982,176.082,150.573,153.355
084,117.845,203.355,58.073,168.809,128.073,120.627,138.073,173.582,148.300,151.082
086,148.755,204.945,80.573,177.673,131.709,119.491,153.527,167.445,158.300,144.264
087,131.027,210.400,67.164,177.218,130.800,122.673,144.436,177.445,152.618,152.900
089,147.164,204.945,80.118,183.355,121.482,121.764,141.027,170.855,148.755,149.264
092,139.664,202.900,75.800,172.218,123.755,109.036,152.391,158.582,150.118,133.809
094,141.936,206.991,69.436,175.173,124.891,113.582,141.482,167.900,145.800,146.991
097,141.936,205.627,75.573,186.536,130.800,124.945,159.209,171.764,163.300,148.582
099,138.527,194.264,80.345,164.491,123.300,115.627,138.527,161.991,144.209,140.627
102,128.755,210.627,70.573,184.718,128.755,126.764,150.573,177.218,155.573,155.855
104,137.164,211.764,76.027,180.400,132.391,124.264,153.755,173.127,159.209,151.082
106,149.209,209.036,80.800,180.855,132.845,118.127,149.891,168.809,159.664,149.491
112,137.618,203.355,79.891,168.582,133.073,122.218,152.845,168.127,152.618,146.536
115,134.664,205.855,71.936,177.218,126.255,124.718,143.300,172.445,148.527,149.491
130,149.209,205.855,79.891,174.036,128.982,118.809,149.209,168.127,155.345,148.355
132,131.255,201.536,71.936,173.582,128.527,126.309,145.573,169.945,147.164,150.627
133,125.800,181.536,75.345,155.400,121.709,104.264,145.118,150.627,148.527,125.627
137,149.436,213.582,80.573,190.400,135.800,126.082,163.982,174.491,165.118,148.127
138,126.709,205.173,73.527,172.218,120.573,118.809,128.300,171.764,136.709,149.945
148,116.027,204.264,64.436,174.491,123.300,119.264,133.982,173.355,142.391,150.855
150,115.800,187.673,60.345,144.945,121.255,112.900,136.936,160.627,143.300,138.809
154,113.073,210.173,61.709,170.173,123.755,134.036,139.664,181.082,147.845,158.582
156,125.573,213.582,63.755,179.945,128.300,129.945,133.982,179.036,146.936,156.991
157,128.073,200.855,69.209,167.673,119.209,120.855,131.936,166.991,136.255,146.536
176,149.209,197.900,84.436,169.718,122.845,123.127,142.845,165.400,148.755,146.309
191,125.573,199.264,73.300,169.718,119.209,129.491,129.436,170.627,136.482,153.127
198,134.891,195.173,73.073,169.491,126.255,119.718,147.391,167.445,148.755,144.491
200,123.755,197.218,72.845,167.445,124.891,118.809,138.300,166.536,147.164,144.945
205,151.709,224.036,71.936,187.900,126.482,138.355,146.255,186.991,150.573,163.582
207,123.755,187.218,68.982,170.855,120.345,121.536,138.073,161.991,141.255,144.718
209,131.936,212.673,71.027,180.855,127.618,130.855,141.482,179.718,148.982,156.309
213,121.482,207.673,67.618,174.718,124.436,121.082,139.664,175.400,146.936,151.536
217,125.118,192.673,70.345,166.082,124.891,122.218,141.027,164.945,139.664,143.809
218,133.527,194.491,71.482,172.218,119.209,118.127,143.982,164.945,148.073,142.218
219,138.300,194.491,71.936,166.309,128.755,111.082,149.891,159.718,152.845,133.355
222,135.573,207.673,73.527,179.264,126.709,134.945,137.391,179.718,141.482,161.536
227,144.664,215.173,77.618,179.945,131.936,123.809,150.118,176.991,156.027,150.627
230,134.209,203.355,74.891,174.945,126.709,123.582,148.300,170.400,150.800,148.355
235,147.845,208.127,73.300,175.400,127.845,119.036,146.482,169.718,153.755,149.945
237,115.345,206.764,66.709,167.445,125.345,129.491,141.027,177.673,145.345,155.173
238,129.664,214.945,70.800,179.945,129.891,122.445,146.482,175.400,151.936,152.900
241,135.118,199.491,73.073,171.536,124.436,110.627,150.345,159.264,153.300,135.173
245,142.845,228.809,73.982,186.764,132.391,135.855,141.255,190.627,153.982,169.036
246,131.482,179.491,73.982,156.764,125.800,109.036,143.300,152.218,149.664,132.900
257,127.618,200.855,68.073,169.036,118.982,125.400,132.618,169.036,138.073,148.809
258,124.664,203.582,67.845,177.900,126.255,124.945,140.118,174.264,143.300,152.900
259,119.436,207.218,60.345,176.991,123.755,132.673,136.255,180.400,141.027,155.627
267,114.436,189.945,69.436,159.718,113.755,112.673,132.618,152.900,137.618,132.900
269,122.391,214.491,60.573,187.900,130.345,132.673,141.936,187.445,152.618,167.218
270,129.891,209.036,68.982,177.900,128.073,116.309,143.073,171.309,152.164,144.491
273,131.936,205.400,72.618,174.264,131.027,112.673,154.891,167.218,159.436,140.627
274,120.345,223.355,68.073,179.036,126.482,128.582,143.073,187.218,151.027,164.036
278,134.209,187.445,69.209,164.491,126.255,107.673,144.664,156.082,147.391,131.764
285,113.527,211.764,61.709,174.264,129.209,130.173,138.982,184.036,150.118,163.809
288,129.664,205.855,74.664,171.082,130.573,125.627,148.982,172.673,152.618,151.309
290,134.436,209.036,70.573,181.764,130.800,122.900,149.209,175.173,157.845,148.355
301,128.527,194.718,66.255,169.491,121.709,115.173,141.255,159.945,146.027,138.582
303,134.209,222.445,74.209,186.082,132.391,128.809,155.573,184.036,161.482,158.127
308,126.027,206.536,68.527,173.582,125.800,121.309,144.209,174.491,151.255,149.264
314,127.164,191.991,72.164,172.445,123.527,123.127,141.709,164.264,145.573,146.764
318,104.891,199.718,65.800,159.264,123.073,130.400,138.982,173.809,141.709,151.764
320,134.891,193.582,76.027,170.173,128.982,114.718,152.391,162.673,154.664,140.173
325,129.891,198.809,68.527,165.627,126.027,111.536,145.573,163.355,152.164,136.764
329,124.209,200.627,68.073,172.900,127.391,127.673,137.618,171.309,147.164,155.627
332,145.573,204.491,78.982,173.355,136.482,119.036,159.209,169.718,163.755,146.991
335,125.345,193.809,68.300,167.900,116.255,113.355,138.982,158.355,139.664,138.355
346,138.073,207.673,78.300,173.809,131.936,124.945,147.164,170.855,153.527,146.991
350,127.845,205.400,72.391,169.264,123.300,119.945,148.073,170.400,149.664,144.491
351,123.300,196.536,69.891,169.718,126.936,123.355,140.345,169.264,144.891,149.945
356,130.573,196.991,69.891,175.173,120.800,121.536,137.845,165.627,144.891,145.400
364,114.891,216.764,65.345,176.764,127.845,127.218,136.482,182.900,144.891,156.764
376,116.255,200.400,60.800,166.991,119.209,112.900,132.618,163.355,143.982,138.355
377,137.845,197.445,75.118,174.036,126.936,116.991,147.845,163.127,153.300,142.900
384,127.164,208.355,72.845,178.127,129.436,129.945,144.664,179.264,148.073,156.082
386,132.391,193.355,77.391,168.809,131.482,129.491,144.436,169.718,150.573,150.173
388,132.164,194.036,77.618,167.673,126.255,126.082,139.891,164.036,146.482,144.491
392,143.982,212.900,73.755,185.855,129.436,125.400,148.300,174.945,153.527,153.355
393,130.573,197.445,73.527,168.809,127.391,111.764,139.664,162.673,152.618,142.218
396,136.709,196.764,73.755,173.582,128.755,117.218,149.891,166.991,148.982,144.945
397,133.527,204.036,77.391,171.082,126.482,121.309,148.982,169.036,149.664,145.173
400,128.073,200.173,61.709,180.855,122.164,121.082,141.027,169.036,144.436,146.991
