009,127.555,205.755,70.827,172.845,130.645,125.573,139.373,175.209,150.464,152.664
010,133.555,193.391,78.827,168.482,133.009,116.118,144.464,160.845,155.555,140.482
011,122.100,201.755,71.736,165.936,127.009,119.391,141.373,165.573,148.645,145.209
016,141.009,200.482,84.827,174.664,133.555,116.118,157.373,163.209,157.736,137.209
017,136.282,212.664,69.373,180.300,129.009,119.755,143.918,175.027,152.464,155.573
021,116.464,219.573,62.645,175.027,124.827,131.573,130.464,181.573,140.100,161.391
022,141.191,197.755,79.373,175.936,133.555,124.845,150.100,167.209,154.464,148.482
026,146.645,213.027,81.009,175.573,135.736,127.391,153.191,175.755,154.827,153.391
030,124.645,217.755,71.191,179.027,125.191,126.300,142.645,180.845,143.373,157.573
033,137.736,214.482,67.555,179.936,129.555,133.755,138.645,181.936,148.645,165.573
038,117.009,206.118,65.555,173.573,125.373,130.118,132.827,176.664,144.282,159.755
039,137.736,199.573,76.827,178.118,132.827,125.391,147.191,170.118,149.373,150.118
044,122.827,199.027,69.191,168.482,127.191,121.391,140.282,171.936,144.645,149.209
047,126.827,205.936,65.191,177.755,122.827,125.027,141.373,174.300,142.827,152.664
062,129.373,205.391,75.555,171.391,129.191,121.936,149.373,172.845,152.282,151.391
066,129.918,197.209,76.645,173.755,132.100,113.209,146.100,159.573,149.191,139.936
068,151.191,216.845,84.100,182.664,138.827,121.936,160.282,175.391,164.282,151.573
073,131.009,204.482,71.373,181.209,127.191,125.391,145.918,174.664,145.736,154.845
079,145.736,217.755,75.191,191.209,133.009,127.755,149.555,182.118,149.918,160.845
081,124.282,213.391,73.555,173.755,129.191,125.936,144.282,175.755,150.645,152.845
084,116.645,203.391,59.373,169.573,128.645,118.482,138.100,173.936,147.009,151.391
086,147.736,205.391,80.827,176.118,133.918,115.209,154.100,167.209,157.555,144.845
087,129.918,210.300,68.464,176.845,131.736,123.573,144.827,176.845,151.918,152.118
089,147.009,206.118,80.282,183.027,127.555,119.209,141.555,170.664,148.645,147.391
092,139.555,202.300,77.918,172.845,125.555,104.482,151.918,158.118,151.191,133.027
094,140.464,206.845,70.645,174.118,125.191,113.755,141.191,166.845,147.555,148.482
097,141.736,206.845,76.827,186.300,133.191,115.936,159.191,171.936,163.918,149.209
099,138.282,194.482,81.191,163.391,124.645,114.845,138.827,161.573,140.827,139.027
102,130.464,209.755,69.191,181.936,131.373,126.482,150.645,177.573,154.827,155.209
104,136.645,211.936,76.100,177.755,135.555,123.027,154.282,172.664,158.282,150.482
106,147.918,209.209,79.555,178.482,137.736,112.845,150.100,168.300,155.191,149.573
112,137.009,204.118,78.282,165.755,132.645,121.936,152.645,168.118,151.736,145.391
115,133.373,205.573,71.918,176.664,127.736,123.209,143.555,171.936,147.191,151.209
130,149.009,206.482,78.464,171.573,129.009,116.482,149.736,168.300,153.736,148.482
132,131.373,201.573,71.191,172.300,130.100,125.391,145.736,170.300,148.827,151.573
133,125.736,181.755,74.645,152.482,124.464,102.482,145.736,150.118,145.736,125.573
137,149.191,213.027,81.373,190.845,136.827,124.300,163.918,173.755,164.464,147.755
138,125.918,205.573,72.827,170.482,122.100,118.482,128.827,171.573,132.464,148.845
148,114.645,204.845,64.464,172.664,123.191,117.755,133.736,173.573,142.464,146.845
150,115.191,187.755,61.555,144.845,121.191,113.391,137.373,159.755,141.736,138.300
154,113.191,210.300,62.100,169.755,130.282,127.573,140.100,180.300,146.827,158.664
156,125.191,213.027,65.373,179.936,132.827,125.755,135.009,178.300,148.464,157.573
157,127.191,200.664,69.555,167.391,123.555,118.482,132.100,166.482,136.827,146.482
176,149.373,198.300,84.464,170.118,124.100,123.027,142.827,165.209,147.736,144.664
191,125.191,198.845,72.645,168.300,122.464,126.664,130.100,170.482,135.555,151.755
